review,score,of_title,id_linha,Ideological_Bias,LGBTQ+_Criticism,Conspiracy_Theory,Meta-Criticism,Technical_Criticism,Tactical_Praise,Coordinated_Hate,Studio_Criticism,Frustration/Expectation
"This game is a test. A test by ND to see if gamers have two things. Embathy and emotional intelligence. It is possible to not like a game..But is impossible to have those two things and not apreciate this proof that videogames have matured and have taken the next step towards art. It presents violence in an extend that is never presented before..and in the end through that, it gives us aThis game is a test. A test by ND to see if gamers have two things. Embathy and emotional intelligence. It is possible to not like a game..But is impossible to have those two things and not apreciate this proof that videogames have matured and have taken the next step towards art. It presents violence in an extend that is never presented before..and in the end through that, it gives us a lesson..that everything is in our minds and when we get to reconciliate with ourselves we are going to do that with the others...This game brutally presents that when we do something its ok, but when someone else does it...we cant put ourselves in their shoes...I m grateful that i have played this masterpiece..i hope more games will take such many risks and brake more emotional walls...â¦ Expand",10,TLOU2,294,0,1,0,0,1,0,0,1,1
It was one of the best games of this year I think the problem with the low audience score is that audience was overly attached to Joel and were heartbroken to see him gone in the first two hours but his influence still drove the game forward. The Ellie section was great the Abby section was kinda messy but still had some awesome and gut punching moment. The ending was bleak and sad and I loved it Overall I think every one should try the game once before judging it  too quicklyâ¦ Expand,9,TLOU2,295,1,0,1,1,1,1,0,0,1
"""This game has a magnificent graphic and combat that I have ever seen in PlayStation 4. I feel like I am watching a movie while I'm playing it. The actors are so good that I sense the same feeling that Joel did. However, the unfortunate events start at storytelling. Firstly, the story is so complicated that sometimes you cannot get your attention to gaming. Also, the story forces you toThis game has a magnificent graphic and combat that I have ever seen in PlayStation 4. I feel like I am watching a movie while I'm playing it. The actors are so good that I sense the same feeling that Joel did. However, the unfortunate events start at storytelling. Firstly, the story is so complicated that sometimes you cannot get your attention to gaming. Also, the story forces you to play characters that you don't want to play with, and it frustrates you throughout the game. That's why sometimes you don't want to play the game. Fortunately, when you create a bond with your character after you play a couple of hours, you start to enjoy it. In the end, you say, \""""this game is incredible.\""""â¦ Expand",9,TLOU2,296,0,1,1,0,1,0,1,1,1
it is cool! Iâv been waiting for it five years and itâs pretty good!!!!!!!!,10,TLOU2,297,1,0,0,0,1,1,0,0,1
"On the first play, this game hits you emotionally with so much intensity through realistic cutscenes and gameplay. I found it hard to continue some parts due to that challenge, but toward the end, I began to sorta understand the story and characters, especially after a 2nd playthrough. If you connected well with  tlou1, you will most likely find a connection to this sequel.â¦ Expand",8,TLOU2,298,1,0,0,1,0,0,1,1,1
Honestly one of the best games Iâve ever played. Itâs a very complex game and some people are too stupid to be able to understand itâ¦ Expand,10,TLOU2,299,1,0,0,1,0,1,1,1,1
"Gameplay was astonishing and had to keep playing. The Music was awesome as always and the attention to detail was a lot improved, eben though in the First Part i thought that it couldnt get much better. There are some easter eggs that made me smile, like Gustavo Santoalalla playing guitar. And that you can explore auch huge parts of seattle was a really nice experience. Everything was really immersive and the fights were really terrifying. At oke Point i was disappointed by the story and I really didnt want to keep playing as abby Even though now i have to das that her story was very interesting and I would Even want to See what will Happen with her in lev(Finding the fireflies). I just think that Joel didnât deserve to die this way and Ellie didnât deserve her biggest to fear become true, she lost everyone and now even her memory is getting left behind because she canât play the song anymore. Anyways just like reality there arenât always happy ends.â¦ Expand",8,TLOU2,300,0,1,0,0,1,0,1,0,0
thrash game ho has nothing of reident evil just the name.NO MANSION NO ZOMBIES NO HUNTERS NO CLASSIC CHARACTERS AND THE WORST A **** FIRST PERSON CAMERA,0,RE7B,301,0,1,0,0,1,0,0,0,1
"The actual survival game starts after first play-through. The tanker level is dump, no management gameplay at all, just stupid kind of action, which is the worst part of the game. One more stupid thing about tanker is that you need to take the same rout over and over again, in the past, in the present, sick of it totally.",4,RE7B,302,0,0,1,0,1,1,0,0,0
"""This game isn't Resident Evil I can't say everything about this game is wrong, but I can't put a grade higher than 4 because it isn't a Resident Evil, because Capcom lied to all Resident Evil fans (once again) and to be fair is just another generic horror game... By all the means disappointing. If they wanted to create a new IP they should have done it, instead of doing a DMC all over again.â¦ Expand",4,RE7B,303,0,0,1,0,1,0,1,1,1
"As an exploration game, Resident Evil 7 is good. The Baker's filthy house looks fantastic, and is interesting to explore - like Alien Isolation, Resident Evil 7 is best when nothing's happening. The problem is the action - gunplay and movement is treacle-like and ungainly and no fun at all. Boss fights are cramped, awkward, and require zero strategy. The 'moulded' enemies are few and farAs an exploration game, Resident Evil 7 is good. The Baker's filthy house looks fantastic, and is interesting to explore - like Alien Isolation, Resident Evil 7 is best when nothing's happening. The problem is the action - gunplay and movement is treacle-like and ungainly and no fun at all. Boss fights are cramped, awkward, and require zero strategy. The 'moulded' enemies are few and far between, come at you in ones and twos, and are very easy to take down. The main character, Ethan, is a complete blank with no discernible personality - as a result,  you feel completely disconnected from the game, and more like a tourist. Most of all, Resident Evil 7 commits some unforgivable sins for the series - not difficult in the slightest, no tension, and boring. For me, Resident Evil 7 is the most disappointing and forgettable game in the series - even more so than RE6.â¦ Expand",4,RE7B,304,0,1,1,0,1,1,0,1,1
"Wonky controls, enemies have 2 categories: unklillable or Marvel's Venom. Story is trash and enviroment is dull and gross, just for the sake of it.",0,RE7B,305,1,1,1,0,1,0,1,0,1
"This game is absolutely awful. It has no tie-in at all to past Resident Evil games. No characters from past games. Ethan, Mia and the others are the most boring I've ever seen in a game. There's also no B.O.W.s, zombies or anything remotely good from previous games. They threw away everything that made Resident Evil good - the story, characters, monsters and lore. It's all gone, replacedThis game is absolutely awful. It has no tie-in at all to past Resident Evil games. No characters from past games. Ethan, Mia and the others are the most boring I've ever seen in a game. There's also no B.O.W.s, zombies or anything remotely good from previous games. They threw away everything that made Resident Evil good - the story, characters, monsters and lore. It's all gone, replaced by a generic first person horror game made entirely because of the hype of VR. It's a shame such a great series was destroyed by this abomination of a game. The only good part of the entire game is the lighting.â¦ Expand",1,RE7B,306,1,0,0,1,1,1,1,0,1
"What a disappointment.no third person no known characters.I am a resident evil fan for many years and capcom should respect us more and add third person and familiar characters. I hope revelations 3 will be as rev 2 and the remakes will be good AND third person ,or i will not buy again",0,RE7B,307,0,0,0,0,0,1,1,1,1
"This game is a sorry excuse for a AAA game produced by Capcom, one of the greatest in the industry.  After automatically downloading a new add-on dlc this week, the game crashes every time before I am even able to get to the menu, keep in mind I have tried erasing it and redownloading, nothing works, Not only that, multiple friends are having the same issue.  This game has a game breakingThis game is a sorry excuse for a AAA game produced by Capcom, one of the greatest in the industry.  After automatically downloading a new add-on dlc this week, the game crashes every time before I am even able to get to the menu, keep in mind I have tried erasing it and redownloading, nothing works, Not only that, multiple friends are having the same issue.  This game has a game breaking bug that makes it so you can't even play.  Unacceptable for the 90 dollars I spent on it.  Currently in a dispute with Sony over a refund request,  Buy this game at your own risk.â¦ Expand",0,RE7B,308,1,0,0,1,1,1,0,1,0
"Im sorry, this is not resident evil. Resident evil always had great characters, here we have faceless and emotionless Ethan, not to mention fps and another kind of horror. Even my dispair for a non COD resident evil was not enough to make anything out of this.",0,RE7B,309,0,0,1,1,0,1,0,0,1
"""I platinum this game under 15 hours. ITS A **** FRAUDDont buy ti, wait till drops to 20 dollars.",0,RE7B,310,1,0,0,1,0,1,1,1,1
"""I was really looking forward to the new direction that Capcom was taking Overall I'd say I'm pretty disappointed. This was not worth $60. Save yourself some time and download something off of Steam if you want a decent horror game that might actually scare you.â¦ Expand""",1,RE7B,311,0,0,0,1,1,0,1,1,1
60 dollars = 5 Hours = Half game = Half score,3,RE7B,312,0,1,0,0,1,1,1,0,1
"""The title is dramatically short (8-10 hours) for the price it is soldThe latest I read was how the game had been played for 570 years by its players, as if trying to counteract the fact the game is so very short, this kind of tentative manipulation is just un-assumed dishonesty.â¦ Expand",4,RE7B,313,1,0,1,0,0,1,0,1,0
"""I never was insulted by videogames like this before.  i was RE fan even before RE2 was released and i love puzzles and mansions like everybode else but there are no other games like RE 1-6 these days and there are tons of games like RE7.â¦ Expand",1,RE7B,314,0,0,1,1,1,0,1,0,1
ITS too boring................Not fun game. ...............................,0,RE7B,315,1,1,1,0,1,1,0,1,0
"Looks more an horror movie than a resident evil game. I get the feeling that the game is an Outlast with mod with guns. Theres nothing about resident evil in this game. Forgotten characters, lack of puzzles, ridiculous enemies and a lot of horror movies cliches in this game. That can be anything except resident evil : (",0,RE7B,316,1,1,0,0,1,0,0,0,1
Nice mission with a car. I tried it 4 times. Watched this fkn cut scene with a cop and die. But after they fixed  arm game become too stupid for me. Boring **** from 90.,1,RE7B,317,1,0,1,0,1,0,1,0,0
"""What an absolute embarrassment. I said to a friendUtter disgrace Capcom.â¦ Expand""",1,RE7B,318,0,0,0,0,1,0,0,0,0
This game is too short to be worth spending $60 on. I bought Skyrim and played it for a year for $60.   15 hours tops of gameplay is not worth $60. I specifically told my son to wait until the following year to buy it for me for Christmas to make it more worthwhile. Iâm glad he waited.,0,RE7B,319,1,0,1,1,1,0,0,1,1
"""First Person Camera = No BuBring Back the Third Person Camera or Fixed Camera Capcom OR At the Very least announce a game that isn't a First Person game beside Remake 2 , This game would have different score for me if it wasn't First Person Game",0,RE7B,320,0,0,0,0,0,1,1,0,1
"OK, so you watch a movie and suddenly you are in it and moving around :D how silly is that? Game seems like it was made in 2007, not 2017 by all means and is not realistic as well.",1,RE7B,321,0,0,0,1,0,1,1,0,1
"I expected a lot from this game but became pointless walking simulator. Puzzles does not exist and you just wonder around until you find something to unlock the door. Yes, unlocking doors is pretty much only task in this game. Super stupid things like you must find a needle to unlock drawer, but you can't shoot on it to open is just stupid. Marguerite Baker is probably most annoyingI expected a lot from this game but became pointless walking simulator. Puzzles does not exist and you just wonder around until you find something to unlock the door. Yes, unlocking doors is pretty much only task in this game. Super stupid things like you must find a needle to unlock drawer, but you can't shoot on it to open is just stupid. Marguerite Baker is probably most annoying character ever, and sneaking around where you must hide behind exact things is probably most boring gameplay ever.â¦ Expand",1,RE7B,322,1,1,0,1,1,1,0,1,0
"""Post Game Review: SpoilersHaving completed the game and digested the plot of the game as a whole, it falls short and leaves much to be desired. Many things are completely unexplained, ridiculous or just stupid. When the game starts and meets Mia, Ethan doesn't seem shocked or want answers at all. When the cop comes to the house and is killed by Jack, there is no followup by police at all. If a cop went missing along with his car, the place would be swarming with police within an hour.  No explanation is given as to why the little girl has been able to terrorize this Baker family for years even though she is an umbrella experiment. Yet this innocent Baker family just happens to have a processing room, a morgue, a mansion, another house and all sorts of bizarre trap doors, rooms, elaborate puzzles and no driveways. Also, this Ethan guy brings NOTHING with him to a bizarre ghost house, never has a thought upon coming up to a spooky looking house or the van to maybe leave, go get the police, go get some weapons, go get SOMETHING to go into the house with, hell, hire someone to go with you, or bring food. As far as being scary. The first 20 minutes are the scariest. After that, it's not. How is electric even running for those houses? I find it hard to believe they're paying their bills anymore. And those huge generators in the basement? Those would need lots of oil or fuel to run. Makes no sense at all. I could go on and on. Like, why didn't he at any point think he has to get back to his car and get the fk out of there. Why couldn't he find something to break open the door he initially came through. It was a **** wood door.â¦ Expand",2,RE7B,323,0,1,0,1,1,0,1,1,1
"Don't be fooled by the title, this is NOT a Resident Evil game. Just another one of the millions of Outlast/PT knock offs that are out there. I had hopes that the demos wouldn't be the whole game and we'd somehow have a tie in to the originals but nope. No old characters, no old story, Capcom has pretty much completely abandoned Resident Evil with this game. To sum it up, if you're a fanDon't be fooled by the title, this is NOT a Resident Evil game. Just another one of the millions of Outlast/PT knock offs that are out there. I had hopes that the demos wouldn't be the whole game and we'd somehow have a tie in to the originals but nope. No old characters, no old story, Capcom has pretty much completely abandoned Resident Evil with this game. To sum it up, if you're a fan of the original RE's, DO NOT BUY THIS GAME!!!â¦ Expand",0,RE7B,324,1,0,1,0,1,1,1,1,1
"THIS IS NOT RESIDENT EVIL CAPCOM. This is a generic game based on generic movies of horror. Please, bring back third persoon vision ou fixed camera. The original games still very uniques and masterpieces, please, don't kill Resident Evil anymore.",0,RE7B,325,0,1,1,1,1,1,0,1,1
Where are the zombies? I didnt like the first perdÃ³n shooter way for a resident evil game.,4,RE7B,326,1,1,1,1,0,1,1,1,1
"""Going into this game I did not see any previews or know what to expect outside of it had something to do with a creepy family. After renting the game all I can say is that I am so glad I rented this and never bothered to buy it. This game isn't worth 60.00  and I am still disappointed that I wasted the time to play it and paid 4.00 to rent it. Coming from a resident evil fan I have toGoing into this game I did not see any previews or know what to expect outside of it had something to do with a creepy family. After renting the game all I can say is that I am so glad I rented this and never bothered to buy it. This game isn't worth 60.00  and I am still disappointed that I wasted the time to play it and paid 4.00 to rent it. Coming from a resident evil fan I have to admit this game isn't resident evil and it seems resident evil was applied to it as a quick cash grab. The setting made no sense in terms of resident evil. The characters are bland and stereotypical redneck folk. The \""""puzzles\"""" make absolutely no sense and are ridiculous in terms of the setting. The main character loses a hand and yet in any situation after he has that hand again as if he never lost it. The game just   isn't scary. After I installed the game I finished the first boss fight then get a message saying the game wasnt fully installed and kicked out to the main menu over and over even though the game was installed fully. This game just should of never been a resident evil title and I am disappointed yet relieved I only rented it instead of buying it. I cant' imagine how bad the suckers who got taken for the full price must feel. I imagine a lot of the people giving this a 9 or somehow a 10 are young kids who don't have much of a clue. Please please do not be like them as this game deserves no praise from anyone who has been with resident evil since the start and if this is what resident evil is turning in to then I want off this train.You have been warned. Capcom you need to be ashamed of what you have done to a once great ip.â¦ Expand",2,RE7B,327,1,0,0,1,1,0,0,1,1
"""I wouldn't say it's the worst resident evil  i said people, wait for this game to drop significantly in price.â¦ Expand",4,RE7B,328,1,0,1,0,1,0,1,1,1
"Game is one of the worst I've ever played. I felt like I was playing one of the most generic horror games ever made, the Resident Evil title was slapped on to sell copies. It has nothing to do with the previous 6 games or spinoffs. There's also no enemy variety, you're fighting the same blob-looking creatures over and over, and the bosses are uninspired. The ending also makes no sense.Game is one of the worst I've ever played. I felt like I was playing one of the most generic horror games ever made, the Resident Evil title was slapped on to sell copies. It has nothing to do with the previous 6 games or spinoffs. There's also no enemy variety, you're fighting the same blob-looking creatures over and over, and the bosses are uninspired. The ending also makes no sense. This game ruined Resident Evil.â¦ Expand",0,RE7B,329,1,0,0,0,1,1,1,1,1
"""This game sucks it was only good for the first two to three hours. I am returning this piece of crap at Gamestop for any money they give me. Well as long as it is ten dollars or more. Paying more than ten dollars for this mediocre so called Resident Evil game is too much. I payed fifty........â¦ Expand""",2,RE7B,330,1,0,1,0,1,1,0,1,1
I was hugely disappointed in this. I let myself in with all the hype and the game starts brilliantly and creepy but after about an hour it ended up going downhill and really boring and seems they put all there efforts into the start. Graphics are awesome and love the 1st person view but the game got very boring and short too. Once completed i felt a huge disappointment and also no replyI was hugely disappointed in this. I let myself in with all the hype and the game starts brilliantly and creepy but after about an hour it ended up going downhill and really boring and seems they put all there efforts into the start. Graphics are awesome and love the 1st person view but the game got very boring and short too. Once completed i felt a huge disappointment and also no reply value what so ever. I completed this in 2 days and then it was a dust collector on my shelf.â¦ Expand,3,RE7B,331,1,1,0,0,0,1,0,1,1
"I'm speechless .. what in the world with all this positive scores coming from all these newcomers and filthy casuals , and what have they done to the RE universe to be associated with supernatural and hollywood crap , like are we even playing the same franchise or what ? did the gaming community lost their absolute mind ? you have to be mentally disabled to not see what is happening inI'm speechless .. what in the world with all this positive scores coming from all these newcomers and filthy casuals , and what have they done to the RE universe to be associated with supernatural and hollywood crap , like are we even playing the same franchise or what ? did the gaming community lost their absolute mind ? you have to be mentally disabled to not see what is happening in this game like how can you even stomach the fact that after all the things you saw happening from start to finish in this game why do you even let them associate it with the franchise .. how can you be ok with that like WTF !! like i understand how Capcom screws up RE before many times BUT THIS , this is where i draw the line .. RE desperately needs to comeback to its classic origins but this is NOT how you do it for crying out loud , WAKE THE HELL UP BEFORE ITS TOO LATE ! Collapseâ¦ Expand",0,RE7B,332,1,0,1,1,1,0,0,1,1
"""Before you buy the game read the reviews they seem  to focus on the same thing CLONE GAME OF EXISTING GAMESorry Capcom, honest opinion.â¦ Expand",0,RE7B,333,1,1,0,1,1,0,0,1,1
"What is wrong with you?? I mean what did you do with this game?? it has so much potential at the beginning except voice acting and acting in general but man this black ugly bastards.. WHY? they are so uninspired and dumb. WHY, tell me, why did you FORCE combat so much especially in the later sections of the game when you have such a good premise for stealth and horror mechanics. Why didWhat is wrong with you?? I mean what did you do with this game?? it has so much potential at the beginning except voice acting and acting in general but man this black ugly bastards.. WHY? they are so uninspired and dumb. WHY, tell me, why did you FORCE combat so much especially in the later sections of the game when you have such a good premise for stealth and horror mechanics. Why did you dumb down the game where you just shoot enemies while making your way through while it dosen't demands almost any skills from the player.. How can someone think it's fun to just shoot and run especially in horror game.. there is many good moments but they are so ruined with this action sequences, backtracking and stupid riddles. AND WHAT IS THAT **** AT THE END?? WHAT IS WRONG WITH YOU? I just don't get it..â¦ Expand",2,RE7B,334,1,0,0,0,1,1,1,1,1
"""Capcom is completely incompetent and lost to replicate the success that Resident Evil has been in the past. I will not waste time here talking about all the bad ideas used in this game (because this has already been done). I would just like to declare my heartbreak. And to make matters worse I still have to read stupid comments like \""""It's not fair to negative reviews of users\"""" or \""""I do notCapcom is completely incompetent and lost to replicate the success that Resident Evil has been in the past. I will not waste time here talking about all the bad ideas used in this game (because this has already been done). I would just like to declare my heartbreak. And to make matters worse I still have to read stupid comments like \""""It's not fair to negative reviews of users\"""" or \""""I do not understand why people do not love it\"""". As if only a person's opinion had to be sovereign. Live or let live!â¦ Expand",1,RE7B,335,0,0,1,1,1,0,1,1,1
"""This game had promisesTotally forgettable characters and plotâ¦ Expand""",4,RE7B,336,1,0,0,0,1,0,1,0,0
"No recomended.I do not know where the return to the sources of criticism was found by . In the classic PE 0,1,2,3, the CV of the character has always had few cartridges, a small inventory, a huge and interesting bestiary where for each monster it was necessary to use this or that weapon, as well as heavy bosses that could and on an easy difficulty deliver problems Especially if you did not prepare in advance for whatâ¦ Expand",1,RE7B,337,0,1,0,1,1,0,1,1,1
"""Not very fun, pretty repetitive, about 6 - 8 hours of game-play yet a 60 buck price tag. I don't know, I'm not wowed. Graphics are good, but other then that the story is bland and predictable, but somehow doesn't really explain the little things. Like I said, I'm not wowed. If you want to kill the same enemy 50 times, and do the most scripted \""""boss fights\"""" you've ever seen, give this a try.",4,RE7B,338,0,0,0,1,1,0,0,1,1
"""Resident Evil 7 strays so far from the lore of the series I have to ask why it has 'Resident Evil' They lack dimension and depth. With a plot and characters so thin, the game relies on its environment and horror. Unfortunately, the game fails most when it attempts to scare you. The only aspect of this game I enjoyed was the detail of the environment, but that isn't enough to keep me playing.â¦ Expand",2,RE7B,339,1,0,0,1,1,1,1,1,1
"""I went into this game not expecting much since it just seemed liked CapcomSomething I do like though is Ethan's reactions to other boss characters comments since they are what I'd say exactly in that situation like a good ol' F U. Lastly I find myself puzzle as to why this is called Resident Evil/biohazard when it should be its own individual title considering how it is.â¦ Expand""",4,RE7B,340,1,0,0,0,1,1,0,0,1
"A good horror game as its own, but it has the wrong name. The psychology horror works well in silent hill universe, but it's silly in RE universe. This could be a great spin-off, but they just abandon two loyal fanbases. They are original fanbase of RE1, RE2 , RE3, and the action horror fanbase of RE4, RE5 and RE6. I can see that RE7, RE8 and RE9 will be VR games, and once it gets old. TheA good horror game as its own, but it has the wrong name. The psychology horror works well in silent hill universe, but it's silly in RE universe. This could be a great spin-off, but they just abandon two loyal fanbases. They are original fanbase of RE1, RE2 , RE3, and the action horror fanbase of RE4, RE5 and RE6. I can see that RE7, RE8 and RE9 will be VR games, and once it gets old. The cycle will repeat.â¦ Expand",0,RE7B,341,1,1,0,1,0,0,0,0,1
"It's a great exercise in game design, but terrible when it comes down to gameplay or replayability. The only positive improvement over the older titles I noticed was that the puzzles are a little bit more ambitious and are reminiscent of Escape Room games. But thatâs pretty much it. Enemy designs are  bland (probably the worst in the series), and it's no fun mowing any of them down. ThereIt's a great exercise in game design, but terrible when it comes down to gameplay or replayability. The only positive improvement over the older titles I noticed was that the puzzles are a little bit more ambitious and are reminiscent of Escape Room games. But thatâs pretty much it. Enemy designs are  bland (probably the worst in the series), and it's no fun mowing any of them down. There are also compelling tactics missing when it comes down to boss fights or enemies in general. While the game starts off strong with a kind of Evil Dead setting, it just has not much else to sustain that tedious premise. Itâs one of those games that I had to force myself to finish, because of the lack of investment in the characters, story or gameplay.â¦ Expand",2,RE7B,342,0,1,0,0,1,0,1,0,1
"""What's the standard recipe for the Resident Evil franchise: The atmosphere, sound effects and cut scenes are creepy, but apart from that there's nothing else I liked about the game. Before you buy RES7, watch other gamers play and judge for yourself.â¦ Expand",4,RE7B,343,0,0,0,0,0,1,1,0,1
"""i really have no idea what im gonna write here. All i can say is RIP RE. Non-related with RE fundamentals, no signature characters, brand-new and obviously bad new story, FPS view which make the game even worse and a cheap \""""Outlast\"""" copy. Im afraid this game will rotate the franchise's new way(!) and so we can throw out all of those old REs forever.",1,RE7B,344,0,0,1,0,0,0,1,1,1
Hate gimmicky games and this one is no different. Should've been released under a different name as well; This is definitely NOT a Biohazard style game.,3,RE7B,345,0,1,0,0,1,1,1,1,1
"""They constantly talk about a new direction in the genreDark Souls in the first person.â¦ Expand""",1,RE7B,346,0,1,1,0,1,1,1,1,1
people are so desprate on wanting resident evil to return on being horror forgetting that resident evil is survival horror this game not only the story has nothing to do with resident evil but also the characters abunch of hillbillies chasing you around a house on some conjuring see no evil **** none of previous events are mention none of the characters made a cameo except for chris butpeople are so desprate on wanting resident evil to return on being horror forgetting that resident evil is survival horror this game not only the story has nothing to do with resident evil but also the characters abunch of hillbillies chasing you around a house on some conjuring see no evil **** none of previous events are mention none of the characters made a cameo except for chris but not the way we knew him somehow he works for umbrella even though on part 6 and te entire series chris despised umbrella corp not only because wesker plan to used them and tricell to destroying the world using urobros in re5 killing wesker in the process and also umbrella kidnapped his sister claire in code veroncia and revelations 2 but capcom thought it was a good idea because it would hype of this garbage game and reasons althogh this trash game has good reviews it flopped in sells re6 and re4 outsold this game not only thiat but the story made no senes it copies wrong turn concept and plot from beginning to end nothing about this garbage reminds me of resident evil at allâ¦ Expand,0,RE7B,347,0,1,1,0,1,1,1,1,1
"I rarely write on any site, but I'm so upset about this game! This has nothing to do with the other games at all. None of the characters, etc. And we've seen this plot before as in Texas Chainsaw Massacre! What does this game have to do with RE at all? This is the first time i've ever wanted a refund on a game. Truly dissappointed. All the real RE fans deserve a real game that embodies the franchise that made us loyal and love it in the first place.â¦ Expand",4,RE7B,348,0,1,1,1,0,1,1,0,1
I do not like this game at all.A forgettable protagonist as Ethan was who did not seem to be suffering both physically and mentally from anything and had no characteristic so i didn't care about him at all.The enemies were bad.The puzzle were the same always.The Baker family was a absolute joke.The father chopped his really annoying son's arm for no reason and shot himself in the head forI do not like this game at all.A forgettable protagonist as Ethan was who did not seem to be suffering both physically and mentally from anything and had no characteristic so i didn't care about him at all.The enemies were bad.The puzzle were the same always.The Baker family was a absolute joke.The father chopped his really annoying son's arm for no reason and shot himself in the head for nothing.Also he accelerated the car without his foot being on the gas pedal.There was no ambient music only in the save room which was a great theme but that's all for the music.â¦ Expand,0,RE7B,349,0,0,0,1,1,1,1,1,0
"""First Person Perspective was a very bad move. Such a boring game.. another walking simulator thats suppose to be considered \""""horror\"""", with lame jump scares and lame visuals.  I enjoyed RE 4, 5 and even 6 way more than this, yea even RE6 had its moments. Message to Capcom, bring back the Third Person Perspective, there are over a billion lazy first person perspective \""""Horror\"""" games out inFirst Person Perspective was a very bad move. Such a boring game.. another walking simulator thats suppose to be considered \""""horror\"""", with lame jump scares and lame visuals.  I enjoyed RE 4, 5 and even 6 way more than this, yea even RE6 had its moments. Message to Capcom, bring back the Third Person Perspective, there are over a billion lazy first person perspective \""""Horror\"""" games out in the market, your not Silent Hills. Some of us actually loved the over the top nature of the RE games so bring that back, Even tho I know you wont because like most first person games, I know how cheap this game was to make.â¦ Expand",0,RE7B,350,0,0,1,1,1,1,1,1,1
This game has been one of the best horror games I've ever played.  I've been a Resident Evil fan since the start and this one is unbelievable!  A must play!,10,RE7B,351,1,0,1,0,0,1,0,1,1
"""I remember sitting in the living room with my step mom as she played sit back and... well... I was going to say relax and play this one but... its not relaxing. its spoopy fun.â¦ Expand""",10,RE7B,352,0,0,1,0,1,0,1,1,1
"Just wanna let all these 0 scorers know they are all pathetic, why would you give any game get 0, even terrible games deserve a 1 or a 2, giving a game a 0 is basically saying you want to hurt the game and want it to fail when infact you can't actually aford to buy it or buy VR because you are a loser. I'm not gonna give RE7 a 10 but I think it does deserve 10 but doing that would make meJust wanna let all these 0 scorers know they are all pathetic, why would you give any game get 0, even terrible games deserve a 1 or a 2, giving a game a 0 is basically saying you want to hurt the game and want it to fail when infact you can't actually aford to buy it or buy VR because you are a loser. I'm not gonna give RE7 a 10 but I think it does deserve 10 but doing that would make me just as stupid and pathetic as all these 0 scorers, I **** hate you, you are ruining this site. Resident Evil is a return to form, a return to the survival horror formular and an update to first person that was so needed, infact that is the best thing about Resident Evil 7 is its first person view, everything else is secondary to that but still amazing. Imagine being in a RE game, it's as close as it gets and it is terrifying, this game is pure gold. Well done Capcom you finally listened to the real RE fans.â¦ Expand",9,RE7B,353,0,0,1,1,1,1,0,1,1
Its not really a resident evil. Its when you put together some horror aspects and release it in fp. Its far away from bad but i personal dont like the fp implementation,6,RE7B,354,1,1,1,1,1,0,0,1,1
This game scared the **** out of me and bring me back when I was 7 and playing Resident Evil 1-2..excellent job by bringing back those memorable moment...the only thing that still bothers me is that I love 3rd person resident evil..I agree that doung re7 in first person was a great idea..but I hope that we see the nest re in 3rd person with our favorite characters like clair jill or chris-Leon..,10,RE7B,355,1,0,1,1,1,0,0,0,1
"""Resident Evil 7 is just what the series needed. Overall, I'm really enjoying this game right now and have to say that it is going in my collection.â¦ Expand",10,RE7B,356,0,0,1,0,1,0,0,0,0
"""6/5 stars for this game? If this review saves at least one persons hard earned money then iam happy, spend it on something you enjoy longer and has more bang for your buck than this mediocre Haunted House 7: The Item Management game.â¦ Expand",6,RE7B,357,1,1,1,1,1,1,1,1,1
"This game is a return to form for Resident Evil. It feels very much like the original three titles, but achieves a far more frightening experience. The detail is incredible, the sound design is perfectly done and the game is soaked in atmosphere. I really felt like it was the perfect horror game experience. Play this game alone at night with either headphones or surround sound cranked upThis game is a return to form for Resident Evil. It feels very much like the original three titles, but achieves a far more frightening experience. The detail is incredible, the sound design is perfectly done and the game is soaked in atmosphere. I really felt like it was the perfect horror game experience. Play this game alone at night with either headphones or surround sound cranked up and you will be jumping out of your seat. It does a great job drawing inspiration from various horror movie styles, and balances some excellent in your face jump scares with the slow burning tension of subtle creaks and groans. Being that this title is more like the early resident evils the gameplay is more in the scouring of items, inventory management and exploration through expository story telling and puzzles than the actual combat. This is no gameplay tour de force like Resident Evil 4, If you go in expecting that you will be disapointed. It is clunky and slow paced on purpose. But what it does it does really well, namely drawing you into exploration and scaring your pants off. I felt the game had a perfect length as well, and some minor incentives to jump back in for a second play-through. All in all in my opinion exactly what the franchise needed. Side note I can only imagine what playing this alone at night in the dark with VR would be like.â¦ Expand",9,RE7B,358,1,0,1,1,1,1,1,0,1
